,,,,,,,Daily Price Arrival Report-07-11-2025 to 21-08-2026 for Maharashtra,,,,,,
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,700.00","7,000.00","5,850.00",Rs./Quintal,54.50,Metric Tonnes,06-02-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"5,000.00","7,200.00","6,100.00",Rs./Quintal,52.10,Metric Tonnes,06-01-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,500.00","7,000.00","5,750.00",Rs./Quintal,55.40,Metric Tonnes,05-08-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,200.00","7,000.00","5,600.00",Rs./Quintal,56.10,Metric Tonnes,05-06-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"8,300.00","11,000.00","9,650.00",Rs./Quintal,6.20,Metric Tonnes,05-05-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,300.00","7,000.00","5,650.00",Rs./Quintal,52.90,Metric Tonnes,05-03-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,600.00","7,000.00","5,800.00",Rs./Quintal,54.30,Metric Tonnes,05-02-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"5,200.00","7,200.00","6,200.00",Rs./Quintal,52.30,Metric Tonnes,05-01-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"7,200.00","12,100.00","9,650.00",Rs./Quintal,4.30,Metric Tonnes,04-12-2025
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,600.00","7,000.00","5,800.00",Rs./Quintal,55.30,Metric Tonnes,04-08-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,800.00","7,600.00","6,200.00",Rs./Quintal,55.90,Metric Tonnes,04-07-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,200.00","7,000.00","5,600.00",Rs./Quintal,56.20,Metric Tonnes,04-06-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,200.00","7,200.00","5,700.00",Rs./Quintal,55.30,Metric Tonnes,04-05-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,000.00","7,200.00","5,600.00",Rs./Quintal,55.70,Metric Tonnes,04-04-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,200.00","7,000.00","5,600.00",Rs./Quintal,52.90,Metric Tonnes,04-03-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"7,000.00","11,600.00","9,300.00",Rs./Quintal,5.10,Metric Tonnes,04-02-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"7,000.00","12,100.00","9,550.00",Rs./Quintal,4.80,Metric Tonnes,03-12-2025
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,500.00","7,000.00","5,750.00",Rs./Quintal,55.70,Metric Tonnes,03-08-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,600.00","7,600.00","6,100.00",Rs./Quintal,55.80,Metric Tonnes,03-07-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,300.00","7,100.00","5,700.00",Rs./Quintal,56.30,Metric Tonnes,03-06-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,000.00","7,000.00","5,500.00",Rs./Quintal,54.80,Metric Tonnes,03-04-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"3,800.00","6,500.00","5,150.00",Rs./Quintal,53.70,Metric Tonnes,03-03-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,700.00","6,900.00","5,800.00",Rs./Quintal,54.00,Metric Tonnes,03-02-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"5,200.00","7,400.00","6,300.00",Rs./Quintal,52.70,Metric Tonnes,03-01-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"5,200.00","7,000.00","6,100.00",Rs./Quintal,49.80,Metric Tonnes,02-12-2025
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,600.00","7,700.00","6,150.00",Rs./Quintal,55.40,Metric Tonnes,02-07-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"8,400.00","11,400.00","9,900.00",Rs./Quintal,7.10,Metric Tonnes,02-06-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,000.00","7,200.00","5,600.00",Rs./Quintal,55.40,Metric Tonnes,02-05-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"3,100.00","3,500.00","3,300.00",Rs./Quintal,43.80,Metric Tonnes,02-03-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"7,100.00","11,600.00","9,350.00",Rs./Quintal,4.70,Metric Tonnes,02-02-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"5,200.00","7,300.00","6,250.00",Rs./Quintal,52.70,Metric Tonnes,02-01-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"7,200.00","12,200.00","9,700.00",Rs./Quintal,4.50,Metric Tonnes,01-12-2025
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,500.00","6,900.00","5,700.00",Rs./Quintal,55.90,Metric Tonnes,01-08-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"3,100.00","3,300.00","3,200.00",Rs./Quintal,50.20,Metric Tonnes,01-07-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"4,200.00","7,000.00","5,600.00",Rs./Quintal,56.40,Metric Tonnes,01-06-2026
Maharashtra,Pune,Pune APMC,Cereals,Rice,Other,Local,"5,200.00","7,400.00","6,300.00",Rs./Quintal,52.70,Metric Tonnes,01-01-2026

