,,,,,,,Daily Price Arrival Report-07-11-2025 to 21-08-2026 for Maharashtra,,,,,,
State/UT,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,445.00","2,650.00","2,520.00",Rs./Quintal,7.70,Metric Tonnes,09-12-2025
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,345.00","2,465.00","2,450.00",Rs./Quintal,31.50,Metric Tonnes,09-07-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,180.00","2,485.00","2,270.00",Rs./Quintal,60.20,Metric Tonnes,09-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"2,800.00","3,500.00","3,300.00",Rs./Quintal,17.00,Metric Tonnes,09-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,450.00","2,330.00",Rs./Quintal,57.40,Metric Tonnes,09-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,000.00","3,600.00","3,300.00",Rs./Quintal,21.00,Metric Tonnes,09-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,590.00","2,780.00","2,605.00",Rs./Quintal,100.30,Metric Tonnes,09-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"1,990.00","2,525.00","2,450.00",Rs./Quintal,60.00,Metric Tonnes,09-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,075.00","2,350.00","2,145.00",Rs./Quintal,13.20,Metric Tonnes,09-03-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,425.00","2,455.00","2,435.00",Rs./Quintal,2.00,Metric Tonnes,09-02-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,425.00","2,705.00","2,600.00",Rs./Quintal,6.90,Metric Tonnes,09-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,050.00","3,550.00","3,350.00",Rs./Quintal,8.50,Metric Tonnes,09-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,500.00","2,475.00",Rs./Quintal,1.00,Metric Tonnes,08-12-2025
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,475.00","2,775.00","2,600.00",Rs./Quintal,8.30,Metric Tonnes,08-11-2025
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,590.00","2,655.00","2,625.00",Rs./Quintal,45.50,Metric Tonnes,08-08-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,355.00","2,520.00","2,470.00",Rs./Quintal,27.60,Metric Tonnes,08-07-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,050.00","2,440.00","2,275.00",Rs./Quintal,48.30,Metric Tonnes,08-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,050.00","3,500.00","3,300.00",Rs./Quintal,15.00,Metric Tonnes,08-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,185.00","2,500.00","2,330.00",Rs./Quintal,83.70,Metric Tonnes,08-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,000.00","3,550.00","3,300.00",Rs./Quintal,15.00,Metric Tonnes,08-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,605.00","2,700.00","2,625.00",Rs./Quintal,90.00,Metric Tonnes,08-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,560.00","2,395.00",Rs./Quintal,66.50,Metric Tonnes,08-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,545.00","2,522.00",Rs./Quintal,1.50,Metric Tonnes,08-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,050.00","3,600.00","3,350.00",Rs./Quintal,14.50,Metric Tonnes,08-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,490.00","2,650.00","2,530.00",Rs./Quintal,1.30,Metric Tonnes,07-11-2025
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,595.00","2,735.00","2,600.00",Rs./Quintal,69.70,Metric Tonnes,07-08-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,280.00","2,520.00","2,480.00",Rs./Quintal,45.90,Metric Tonnes,07-07-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,150.00","2,475.00","2,340.00",Rs./Quintal,82.40,Metric Tonnes,07-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,100.00","3,550.00","3,350.00",Rs./Quintal,12.50,Metric Tonnes,07-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,780.00","2,650.00",Rs./Quintal,60.00,Metric Tonnes,07-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,580.00","2,260.00",Rs./Quintal,57.70,Metric Tonnes,07-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,380.00","2,200.00",Rs./Quintal,41.20,Metric Tonnes,07-03-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,705.00","2,475.00",Rs./Quintal,2.10,Metric Tonnes,07-02-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,585.00","2,500.00",Rs./Quintal,3.40,Metric Tonnes,07-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,050.00","3,500.00","3,400.00",Rs./Quintal,14.50,Metric Tonnes,07-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,710.00","2,630.00",Rs./Quintal,51.80,Metric Tonnes,06-08-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,175.00","2,490.00","2,445.00",Rs./Quintal,16.70,Metric Tonnes,06-07-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"1,945.00","2,400.00","2,300.00",Rs./Quintal,65.00,Metric Tonnes,06-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,045.00","2,475.00","2,280.00",Rs./Quintal,122.60,Metric Tonnes,06-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"2,900.00","3,550.00","3,300.00",Rs./Quintal,12.00,Metric Tonnes,06-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,650.00",Rs./Quintal,27.50,Metric Tonnes,06-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,445.00","2,345.00",Rs./Quintal,44.00,Metric Tonnes,06-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"1,800.00","2,255.00","1,960.00",Rs./Quintal,43.60,Metric Tonnes,06-03-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,445.00","2,600.00","2,500.00",Rs./Quintal,13.10,Metric Tonnes,06-02-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,445.00","2,575.00","2,500.00",Rs./Quintal,7.20,Metric Tonnes,06-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,000.00","3,550.00","3,350.00",Rs./Quintal,32.50,Metric Tonnes,06-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,420.00","2,400.00",Rs./Quintal,2.10,Metric Tonnes,05-12-2025
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,685.00","2,610.00",Rs./Quintal,55.30,Metric Tonnes,05-08-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,050.00","2,440.00","2,275.00",Rs./Quintal,79.90,Metric Tonnes,05-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,080.00","2,505.00","2,365.00",Rs./Quintal,12.60,Metric Tonnes,05-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,175.00","2,155.00",Rs./Quintal,21.70,Metric Tonnes,05-03-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,505.00","2,500.00",Rs./Quintal,3.50,Metric Tonnes,05-02-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,460.00","2,760.00","2,565.00",Rs./Quintal,3.70,Metric Tonnes,05-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,000.00","3,550.00","3,350.00",Rs./Quintal,9.80,Metric Tonnes,05-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,460.00","2,600.00","2,570.00",Rs./Quintal,3.70,Metric Tonnes,04-12-2025
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,655.00","2,600.00",Rs./Quintal,85.70,Metric Tonnes,04-08-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,575.00","2,485.00",Rs./Quintal,48.40,Metric Tonnes,04-07-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,150.00","2,415.00","2,280.00",Rs./Quintal,124.50,Metric Tonnes,04-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,150.00","3,550.00","3,300.00",Rs./Quintal,7.00,Metric Tonnes,04-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"1,950.00","2,450.00","2,350.00",Rs./Quintal,85.00,Metric Tonnes,04-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"2,900.00","3,550.00","3,300.00",Rs./Quintal,12.30,Metric Tonnes,04-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,605.00","2,655.00","2,640.00",Rs./Quintal,43.80,Metric Tonnes,04-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,080.00","2,565.00","2,250.00",Rs./Quintal,50.00,Metric Tonnes,04-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,235.00",Rs./Quintal,36.60,Metric Tonnes,04-03-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,425.00","2,695.00","2,520.00",Rs./Quintal,7.60,Metric Tonnes,04-02-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,425.00","2,590.00","2,500.00",Rs./Quintal,7.20,Metric Tonnes,03-12-2025
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,700.00","2,630.00",Rs./Quintal,40.90,Metric Tonnes,03-08-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,545.00","2,455.00",Rs./Quintal,27.90,Metric Tonnes,03-07-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,150.00","2,420.00","2,275.00",Rs./Quintal,75.80,Metric Tonnes,03-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,100.00","3,550.00","3,300.00",Rs./Quintal,15.50,Metric Tonnes,03-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,560.00","2,240.00",Rs./Quintal,86.50,Metric Tonnes,03-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,430.00","2,645.00","2,500.00",Rs./Quintal,16.70,Metric Tonnes,03-02-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,445.00","2,590.00","2,500.00",Rs./Quintal,2.40,Metric Tonnes,03-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"2,900.00","3,550.00","3,300.00",Rs./Quintal,23.30,Metric Tonnes,03-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,445.00","2,695.00","2,500.00",Rs./Quintal,4.60,Metric Tonnes,02-12-2025
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,360.00","2,500.00","2,480.00",Rs./Quintal,33.90,Metric Tonnes,02-07-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"2,950.00","3,500.00","3,125.00",Rs./Quintal,12.00,Metric Tonnes,02-07-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,275.00",Rs./Quintal,60.30,Metric Tonnes,02-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,150.00","3,550.00","3,300.00",Rs./Quintal,13.50,Metric Tonnes,02-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,540.00","2,345.00",Rs./Quintal,93.10,Metric Tonnes,02-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,000.00","3,500.00","3,300.00",Rs./Quintal,3.60,Metric Tonnes,02-05-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,425.00","2,525.00","2,485.00",Rs./Quintal,3.00,Metric Tonnes,02-02-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,565.00","2,500.00",Rs./Quintal,2.60,Metric Tonnes,02-01-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,825.00","2,485.00",Rs./Quintal,5.20,Metric Tonnes,01-12-2025
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,620.00","2,630.00","2,625.00",Rs./Quintal,6.30,Metric Tonnes,01-08-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,305.00","2,530.00","2,475.00",Rs./Quintal,27.40,Metric Tonnes,01-07-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,430.00","2,280.00",Rs./Quintal,68.00,Metric Tonnes,01-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Sharbati,FAQ,"3,050.00","3,550.00","3,150.00",Rs./Quintal,12.00,Metric Tonnes,01-06-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,700.00","2,655.00",Rs./Quintal,40.00,Metric Tonnes,01-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,Non-FAQ,"2,150.00","2,550.00","2,300.00",Rs./Quintal,48.00,Metric Tonnes,01-04-2026
Maharashtra,Akola,Akola APMC,Cereals,Wheat,Other,FAQ,"2,445.00","2,650.00","2,550.00",Rs./Quintal,4.50,Metric Tonnes,01-01-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,330.00","2,500.00","2,500.00",Rs./Quintal,16.00,Metric Tonnes,30-06-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,490.00","2,570.00","2,500.00",Rs./Quintal,15.00,Metric Tonnes,29-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,260.00","2,400.00","2,400.00",Rs./Quintal,7.50,Metric Tonnes,29-06-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,150.00","2,565.00","2,500.00",Rs./Quintal,15.00,Metric Tonnes,28-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,15.00,Metric Tonnes,27-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,245.00","2,375.00","2,300.00",Rs./Quintal,14.50,Metric Tonnes,25-06-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,290.00","2,315.00","2,300.00",Rs./Quintal,14.50,Metric Tonnes,24-06-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,495.00","2,535.00","2,535.00",Rs./Quintal,8.00,Metric Tonnes,23-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,150.00","2,340.00","2,300.00",Rs./Quintal,31.50,Metric Tonnes,23-06-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,390.00","2,520.00","2,520.00",Rs./Quintal,18.50,Metric Tonnes,22-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,405.00","2,525.00","2,500.00",Rs./Quintal,18.00,Metric Tonnes,21-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,22.50,Metric Tonnes,20-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,450.00","2,520.00","2,500.00",Rs./Quintal,22.50,Metric Tonnes,20-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,FAQ,"2,600.00","2,615.00","2,600.00",Rs./Quintal,17.00,Metric Tonnes,19-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,000.00","2,565.00","2,560.00",Rs./Quintal,8.00,Metric Tonnes,18-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,460.00","2,560.00","2,560.00",Rs./Quintal,15.00,Metric Tonnes,17-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,005.00","2,285.00","2,200.00",Rs./Quintal,8.50,Metric Tonnes,17-06-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,445.00","2,565.00","2,500.00",Rs./Quintal,22.00,Metric Tonnes,16-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,FAQ,"2,600.00","2,665.00","2,600.00",Rs./Quintal,4.00,Metric Tonnes,15-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,155.00","2,275.00","2,200.00",Rs./Quintal,15.00,Metric Tonnes,15-06-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,325.00","2,475.00","2,400.00",Rs./Quintal,34.50,Metric Tonnes,14-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,FAQ,"2,600.00","2,650.00","2,620.00",Rs./Quintal,27.00,Metric Tonnes,13-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,325.00","2,480.00","2,400.00",Rs./Quintal,29.50,Metric Tonnes,13-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,18.00,Metric Tonnes,12-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,10.50,Metric Tonnes,11-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,345.00","2,490.00","2,400.00",Rs./Quintal,35.00,Metric Tonnes,11-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,FAQ,"2,590.00","2,590.00","2,590.00",Rs./Quintal,16.50,Metric Tonnes,10-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"1,805.00","2,405.00","2,400.00",Rs./Quintal,125.00,Metric Tonnes,09-04-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,375.00","2,500.00","2,500.00",Rs./Quintal,26.00,Metric Tonnes,07-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,295.00","2,500.00","2,500.00",Rs./Quintal,45.00,Metric Tonnes,06-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,FAQ,"2,475.00","2,475.00","2,475.00",Rs./Quintal,3.00,Metric Tonnes,06-01-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,15.50,Metric Tonnes,05-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"1,850.00","2,580.00","2,500.00",Rs./Quintal,15.00,Metric Tonnes,04-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,440.00","2,485.00","2,485.00",Rs./Quintal,19.50,Metric Tonnes,04-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,FAQ,"2,600.00","2,615.00","2,600.00",Rs./Quintal,18.50,Metric Tonnes,03-08-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,395.00","2,505.00","2,500.00",Rs./Quintal,9.00,Metric Tonnes,02-07-2026
Maharashtra,Akola,Akot APMC,Cereals,Wheat,147 Average,Non-FAQ,"2,360.00","2,550.00","2,550.00",Rs./Quintal,7.00,Metric Tonnes,01-07-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,FAQ,"2,430.00","2,500.00","2,460.00",Rs./Quintal,3.00,Metric Tonnes,30-11-2025
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,500.00","2,300.00",Rs./Quintal,45.50,Metric Tonnes,29-03-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,10.70,Metric Tonnes,28-06-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,425.00","2,530.00","2,500.00",Rs./Quintal,16.80,Metric Tonnes,26-07-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,500.00","2,200.00",Rs./Quintal,20.00,Metric Tonnes,26-04-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,500.00","2,250.00",Rs./Quintal,19.80,Metric Tonnes,24-05-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,500.00","2,300.00",Rs./Quintal,14.90,Metric Tonnes,21-06-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,420.00","2,300.00",Rs./Quintal,17.70,Metric Tonnes,19-07-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,625.00","2,600.00",Rs./Quintal,5.80,Metric Tonnes,16-08-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,450.00","2,550.00","2,500.00",Rs./Quintal,16.00,Metric Tonnes,16-08-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,500.00","2,150.00",Rs./Quintal,19.40,Metric Tonnes,14-06-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,400.00","2,350.00",Rs./Quintal,23.80,Metric Tonnes,12-07-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,600.00",Rs./Quintal,0.50,Metric Tonnes,12-04-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,550.00","2,250.00",Rs./Quintal,26.80,Metric Tonnes,12-04-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,500.00","2,200.00",Rs./Quintal,13.80,Metric Tonnes,10-05-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,600.00","2,590.00",Rs./Quintal,29.90,Metric Tonnes,09-08-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,200.00","2,150.00",Rs./Quintal,24.50,Metric Tonnes,07-06-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,375.00","2,300.00",Rs./Quintal,19.50,Metric Tonnes,05-07-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,27.40,Metric Tonnes,05-04-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,150.00","2,500.00","2,250.00",Rs./Quintal,23.10,Metric Tonnes,03-05-2026
Maharashtra,Akola,Balapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,460.00","2,550.00","2,500.00",Rs./Quintal,22.80,Metric Tonnes,02-08-2026
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,FAQ,"2,430.00","2,440.00","2,435.00",Rs./Quintal,1.50,Metric Tonnes,31-12-2025
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,FAQ,"2,590.00","2,605.00","2,600.00",Rs./Quintal,12.50,Metric Tonnes,31-07-2026
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,FAQ,"2,430.00","2,535.00","2,485.00",Rs./Quintal,1.50,Metric Tonnes,31-01-2026
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,FAQ,"2,430.00","2,445.00","2,440.00",Rs./Quintal,2.00,Metric Tonnes,30-12-2025
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,FAQ,"2,590.00","2,635.00","2,615.00",Rs./Quintal,12.50,Metric Tonnes,30-07-2026
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,525.00","2,265.00",Rs./Quintal,10.00,Metric Tonnes,30-06-2026
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,FAQ,"2,430.00","2,450.00","2,440.00",Rs./Quintal,1.50,Metric Tonnes,30-01-2026
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,FAQ,"2,430.00","2,450.00","2,440.00",Rs./Quintal,1.50,Metric Tonnes,29-12-2025
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,FAQ,"2,590.00","2,655.00","2,625.00",Rs./Quintal,10.00,Metric Tonnes,29-07-2026
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,500.00","2,250.00",Rs./Quintal,15.00,Metric Tonnes,29-06-2026
Maharashtra,Akola,Murtizapur APMC,Cereals,Wheat,Other,FAQ,"2,435.00","2,580.00","2,510.00",Rs./Quintal,2.50,Metric Tonnes,28-11-2025
